VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2024-10-01 00:49:37,2024-10-01 01:19:38,1.0,20.92,2.0,N,132,87,1,70.0,0.0,0.5,15.15,0.0,1.0,90.9,2.5,1.75
2,2024-10-01 00:32:28,2024-10-01 00:40:54,2.0,4.38,1.0,N,132,216,2,18.4,1.0,0.5,0.0,0.0,1.0,22.65,0.0,1.75
1,2024-10-01 00:55:41,2024-10-01 01:07:01,1.0,1.6,1.0,N,230,68,1,10.7,3.5,0.5,0.0,0.0,1.0,15.7,2.5,0.0
1,2024-10-01 00:37:44,2024-10-01 00:41:37,1.0,0.5,1.0,N,125,158,2,5.8,3.5,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2024-10-01 00:23:57,2024-10-01 00:35:10,1.0,4.0,1.0,N,161,41,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0
1,2024-10-01 00:43:46,2024-10-01 00:47:50,0.0,0.8,1.0,N,164,162,1,5.8,3.5,0.5,3.0,0.0,1.0,13.8,2.5,0.0
2,2024-10-01 00:38:43,2024-10-01 01:02:02,1.0,9.03,1.0,N,226,89,1,38.0,1.0,0.5,0.0,0.0,1.0,40.5,0.0,0.0
2,2024-10-01 00:13:44,2024-10-01 00:20:27,1.0,1.1,1.0,N,144,125,2,-8.6,-1.0,-0.5,0.0,0.0,-1.0,-13.6,-2.5,0.0
2,2024-10-01 00:13:44,2024-10-01 00:20:27,1.0,1.1,1.0,N,144,125,2,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0
2,2024-10-01 00:37:46,2024-10-01 00:53:30,1.0,4.33,1.0,N,79,142,1,20.5,1.0,0.5,1.0,0.0,1.0,26.5,2.5,0.0
1,2024-10-01 00:10:34,2024-10-01 00:20:32,1.0,1.4,1.0,N,68,161,1,9.3,3.5,0.5,2.85,0.0,1.0,17.15,2.5,0.0
2,2024-10-01 00:00:04,2024-10-01 00:18:33,1.0,10.62,1.0,N,132,121,1,40.8,1.0,0.5,8.66,0.0,1.0,53.71,0.0,1.75
2,2024-10-01 00:15:32,2024-10-01 00:40:43,1.0,10.3,1.0,N,162,243,1,43.6,1.0,0.5,0.0,0.0,1.0,48.6,2.5,0.0
2,2024-10-01 00:07:35,2024-10-01 00:12:17,1.0,1.01,1.0,N,164,234,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-10-01 00:50:02,2024-10-01 00:55:25,1.0,2.16,1.0,N,141,137,1,10.7,1.0,0.5,1.57,0.0,1.0,17.27,2.5,0.0
2,2024-10-01 00:05:05,2024-10-01 00:14:35,2.0,3.04,1.0,N,163,238,1,14.2,1.0,0.5,2.5,0.0,1.0,21.7,2.5,0.0
2,2024-10-01 00:20:57,2024-10-01 01:03:57,1.0,14.06,1.0,N,230,171,1,62.5,1.0,0.5,0.0,0.0,1.0,67.5,2.5,0.0
2,2024-10-01 00:33:01,2024-10-01 00:56:39,1.0,5.38,1.0,N,48,87,1,26.8,1.0,0.5,6.36,0.0,1.0,38.16,2.5,0.0
1,2024-10-01 00:21:35,2024-10-01 00:36:59,1.0,2.9,1.0,N,48,107,1,15.6,3.5,0.5,2.0,0.0,1.0,22.6,2.5,0.0
1,2024-10-01 00:23:19,2024-10-01 00:31:51,2.0,2.2,1.0,N,158,13,1,11.4,3.5,0.5,4.1,0.0,1.0,20.5,2.5,0.0
1,2024-10-01 00:57:17,2024-10-01 01:05:15,1.0,1.7,1.0,N,237,263,1,9.3,3.5,0.5,2.85,0.0,1.0,17.15,2.5,0.0
2,2024-10-01 00:57:40,2024-10-01 01:04:34,1.0,1.27,1.0,N,162,246,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2024-10-01 00:10:20,2024-10-01 00:34:27,1.0,12.1,1.0,N,229,200,2,48.5,3.5,0.5,0.0,3.18,1.0,56.68,2.5,0.0
2,2024-10-01 00:00:25,2024-10-01 00:15:28,1.0,2.7,1.0,N,79,230,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
1,2024-10-01 00:00:37,2024-10-01 00:06:06,1.0,1.0,1.0,N,234,79,1,7.2,3.5,0.5,3.65,0.0,1.0,15.85,2.5,0.0
1,2024-10-01 00:10:39,2024-10-01 00:29:36,1.0,8.3,1.0,N,137,95,1,32.4,3.5,0.5,3.0,6.94,1.0,47.34,2.5,0.0
2,2024-10-01 00:02:59,2024-10-01 00:12:01,1.0,1.91,1.0,N,256,17,1,11.4,1.0,0.5,2.78,0.0,1.0,16.68,0.0,0.0
2,2024-10-01 00:01:49,2024-10-01 00:10:48,1.0,2.25,1.0,N,107,163,1,12.1,1.0,0.5,0.86,0.0,1.0,17.96,2.5,0.0
2,2024-10-01 00:14:34,2024-10-01 00:24:18,1.0,1.8,1.0,N,142,141,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-10-01 00:23:48,2024-10-01 00:41:23,1.0,4.21,1.0,N,141,249,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0
1,2024-10-01 00:29:51,2024-10-01 00:51:27,1.0,3.4,1.0,N,17,79,1,19.8,3.5,0.5,4.95,0.0,1.0,29.75,2.5,0.0
2,2024-10-01 00:47:45,2024-10-01 01:11:55,2.0,16.38,1.0,N,132,256,1,61.1,1.0,0.5,13.07,0.0,1.0,78.42,0.0,1.75
1,2024-10-01 00:20:54,2024-10-01 00:30:28,2.0,1.9,1.0,N,114,231,1,11.4,3.5,0.5,1.0,0.0,1.0,17.4,2.5,0.0
1,2024-10-01 00:24:37,2024-10-01 00:30:58,1.0,1.0,1.0,N,170,48,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0
1,2024-10-01 00:40:59,2024-10-01 00:50:58,1.0,2.4,1.0,N,230,113,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2024-10-01 00:19:04,2024-10-01 00:32:43,1.0,2.97,1.0,N,48,224,2,16.3,1.0,0.5,0.0,0.0,1.0,21.3,2.5,0.0
2,2024-10-01 00:06:05,2024-10-01 00:38:34,2.0,19.01,2.0,N,132,249,1,70.0,0.0,0.5,7.0,6.94,1.0,89.69,2.5,1.75
2,2024-10-01 00:46:58,2024-10-01 01:00:34,1.0,2.6,1.0,N,158,148,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0
2,2024-10-01 00:48:01,2024-10-01 01:13:18,2.0,17.95,2.0,N,264,224,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0
2,2024-10-01 00:56:00,2024-10-01 01:04:28,1.0,1.35,1.0,N,158,231,1,10.0,1.0,0.5,2.0,0.0,1.0,17.0,2.5,0.0
2,2024-10-01 00:20:22,2024-10-01 00:25:17,2.0,0.84,1.0,N,249,113,4,-7.2,-1.0,-0.5,0.0,0.0,-1.0,-12.2,-2.5,0.0
2,2024-10-01 00:20:22,2024-10-01 00:25:17,2.0,0.84,1.0,N,249,113,4,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:47:58,2024-10-01 00:53:42,2.0,0.94,1.0,N,163,50,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0
1,2024-10-01 00:04:14,2024-10-01 00:08:02,1.0,1.4,1.0,N,263,141,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0
2,2024-10-01 00:12:46,2024-10-01 00:29:54,1.0,2.13,1.0,N,83,173,2,17.0,1.0,0.5,0.0,0.0,1.0,19.5,0.0,0.0
2,2024-10-01 00:45:53,2024-10-01 01:00:03,1.0,2.74,1.0,N,79,65,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2024-10-01 00:14:36,2024-10-01 00:21:29,2.0,1.91,1.0,N,237,238,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,2024-10-01 00:35:36,2024-10-01 00:39:39,2.0,0.7,1.0,N,237,236,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2024-10-01 00:17:40,2024-10-01 00:22:53,2.0,1.75,1.0,N,236,141,1,9.3,1.0,0.5,1.0,0.0,1.0,15.3,2.5,0.0
2,2024-10-01 00:57:55,2024-10-01 01:05:18,2.0,1.06,1.0,N,162,100,1,8.6,1.0,0.5,3.4,0.0,1.0,17.0,2.5,0.0
2,2024-10-01 00:05:53,2024-10-01 00:10:46,1.0,0.78,1.0,N,163,230,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-10-01 00:37:17,2024-10-01 01:10:54,1.0,11.5,1.0,N,132,132,1,48.5,1.0,0.5,10.55,0.0,1.0,63.3,0.0,1.75
2,2024-10-01 00:34:05,2024-10-01 01:04:18,1.0,11.05,1.0,N,132,72,2,47.1,1.0,0.5,0.0,0.0,1.0,51.35,0.0,1.75
2,2024-10-01 00:10:38,2024-10-01 00:15:14,1.0,1.15,1.0,N,230,142,1,7.2,1.0,0.5,1.0,0.0,1.0,13.2,2.5,0.0
2,2024-10-01 00:49:42,2024-10-01 00:55:16,1.0,1.43,1.0,N,107,170,1,9.3,1.0,0.5,4.29,0.0,1.0,18.59,2.5,0.0
2,2024-10-01 00:35:50,2024-10-01 00:43:18,1.0,1.44,1.0,N,166,238,1,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0
2,2024-10-01 00:03:30,2024-10-01 00:31:17,2.0,17.19,2.0,N,132,170,1,70.0,0.0,0.5,16.54,6.94,1.0,99.23,2.5,1.75
1,2024-10-01 00:14:51,2024-10-01 00:23:48,1.0,2.8,1.0,N,141,107,1,13.5,3.5,0.5,1.0,0.0,1.0,19.5,2.5,0.0
2,2024-10-01 00:29:36,2024-10-01 01:07:37,1.0,12.49,1.0,N,230,227,1,54.8,1.0,0.5,11.96,0.0,1.0,71.76,2.5,0.0
2,2024-10-01 00:08:41,2024-10-01 00:28:02,1.0,9.43,1.0,N,138,238,1,38.0,6.0,0.5,10.0,6.94,1.0,64.19,0.0,1.75
1,2024-10-01 00:02:24,2024-10-01 00:12:42,1.0,2.6,1.0,N,142,75,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2024-10-01 00:23:47,2024-10-01 00:32:35,1.0,0.99,1.0,N,137,186,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
2,2024-10-01 00:48:11,2024-10-01 00:54:24,1.0,0.82,1.0,N,48,162,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:48:57,2024-10-01 01:01:08,1.0,3.19,1.0,N,246,239,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
1,2024-10-01 00:57:42,2024-10-01 01:02:05,2.0,0.5,1.0,N,186,170,1,6.5,3.5,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-10-01 00:30:50,2024-10-01 00:36:35,1.0,0.98,1.0,N,164,90,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-10-01 00:20:57,2024-10-01 00:33:10,2.0,7.12,1.0,N,138,28,1,27.5,6.0,0.5,7.0,0.0,1.0,43.75,0.0,1.75
2,2024-10-01 00:21:21,2024-10-01 00:30:50,1.0,2.71,1.0,N,158,142,1,13.5,1.0,0.5,4.62,0.0,1.0,23.12,2.5,0.0
2,2024-10-01 00:48:20,2024-10-01 00:57:58,1.0,1.98,1.0,N,234,4,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0
2,2024-10-01 00:27:37,2024-10-01 00:41:24,1.0,5.83,1.0,N,132,205,1,24.7,1.0,0.5,5.44,0.0,1.0,34.39,0.0,1.75
2,2024-10-01 00:17:14,2024-10-01 00:21:51,1.0,1.2,1.0,N,114,107,1,7.9,1.0,0.5,1.0,0.0,1.0,13.9,2.5,0.0
2,2024-10-01 00:30:56,2024-10-01 00:38:30,1.0,1.14,1.0,N,170,230,2,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0
2,2024-10-01 00:40:15,2024-10-01 00:40:42,1.0,0.0,5.0,N,230,230,2,8.6,0.0,0.0,0.0,0.0,1.0,12.1,2.5,0.0
2,2024-10-01 00:41:40,2024-10-01 00:42:08,1.0,0.0,5.0,N,230,230,1,8.6,0.0,0.5,3.78,0.0,1.0,16.38,2.5,0.0
2,2024-10-01 00:39:01,2024-10-01 00:57:53,1.0,8.3,1.0,N,246,257,2,33.8,1.0,0.5,0.0,6.94,1.0,45.74,2.5,0.0
2,2024-10-01 00:10:39,2024-10-01 00:19:10,1.0,1.1,1.0,N,48,229,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2024-10-01 00:35:42,2024-10-01 00:59:57,1.0,6.08,1.0,N,114,145,1,30.3,1.0,0.5,5.0,0.0,1.0,40.3,2.5,0.0
2,2024-10-01 00:16:37,2024-10-01 00:19:42,2.0,0.54,1.0,N,163,230,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0
2,2024-10-01 00:26:12,2024-10-01 00:57:39,1.0,17.8,1.0,N,132,17,1,68.8,1.0,0.5,14.26,0.0,1.0,87.31,0.0,1.75
1,2024-10-01 00:19:23,2024-10-01 01:18:43,1.0,4.3,5.0,N,90,265,4,100.0,0.0,0.0,0.0,13.38,1.0,114.38,0.0,0.0
2,2024-10-01 00:55:53,2024-10-01 01:04:46,1.0,3.35,1.0,N,164,236,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-10-01 00:28:09,2024-10-01 00:31:44,1.0,0.87,1.0,N,79,170,1,6.5,1.0,0.5,2.88,0.0,1.0,14.38,2.5,0.0
2,2024-10-01 00:52:22,2024-10-01 01:06:29,1.0,3.38,1.0,N,246,141,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0
1,2024-10-01 00:00:32,2024-10-01 00:05:19,3.0,0.8,1.0,N,161,230,2,6.5,3.5,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-10-01 00:46:22,2024-10-01 01:17:24,1.0,18.92,2.0,N,132,158,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75
2,2024-10-01 00:04:18,2024-10-01 00:15:21,1.0,2.93,1.0,N,161,145,1,15.6,1.0,0.5,6.88,6.94,1.0,34.42,2.5,0.0
2,2024-10-01 00:38:20,2024-10-01 00:42:54,1.0,1.25,1.0,N,79,107,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-10-01 00:06:41,2024-10-01 00:14:11,1.0,1.41,1.0,N,230,229,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0
2,2024-10-01 00:54:01,2024-10-01 01:00:34,1.0,2.29,1.0,N,90,50,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2024-10-01 00:27:00,2024-10-01 00:27:52,3.0,0.0,1.0,N,100,100,2,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-8.0,-2.5,0.0
2,2024-10-01 00:27:00,2024-10-01 00:27:52,3.0,0.0,1.0,N,100,100,2,3.0,1.0,0.5,0.0,0.0,1.0,8.0,2.5,0.0
2,2024-10-01 00:30:30,2024-10-01 00:35:26,3.0,1.05,1.0,N,186,230,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-10-01 00:11:36,2024-10-01 00:21:02,1.0,3.68,1.0,N,164,75,1,15.6,1.0,0.5,2.0,0.0,1.0,22.6,2.5,0.0
2,2024-10-01 00:27:01,2024-10-01 00:46:45,1.0,5.28,1.0,N,263,263,1,25.4,1.0,0.5,5.47,0.0,1.0,35.87,2.5,0.0
2,2024-10-01 00:38:36,2024-10-01 00:49:01,1.0,1.88,1.0,N,164,48,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-10-01 00:57:22,2024-10-01 01:18:51,2.0,17.32,2.0,N,132,137,1,70.0,0.0,0.5,16.0,6.94,1.0,98.69,2.5,1.75
1,2024-10-01 00:33:21,2024-10-01 00:47:31,1.0,3.8,1.0,N,239,233,2,18.4,3.5,0.5,0.0,0.0,1.0,23.4,2.5,0.0
2,2024-10-01 00:23:58,2024-10-01 00:31:46,2.0,1.16,1.0,N,48,186,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2024-10-01 00:55:34,2024-10-01 01:08:04,1.0,3.07,1.0,N,100,263,1,16.3,1.0,0.5,3.2,0.0,1.0,24.5,2.5,0.0
2,2024-10-01 00:29:08,2024-10-01 00:34:33,1.0,1.15,1.0,N,161,164,1,7.9,1.0,0.5,2.0,0.0,1.0,14.9,2.5,0.0
2,2024-10-01 00:25:25,2024-10-01 00:33:30,1.0,2.19,1.0,N,230,239,1,12.1,1.0,0.5,2.9,0.0,1.0,20.0,2.5,0.0
2,2024-10-01 00:07:01,2024-10-01 00:18:30,1.0,2.23,1.0,N,231,4,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2024-10-01 00:45:44,2024-10-01 00:50:31,1.0,0.8,1.0,N,141,163,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-10-01 00:14:01,2024-10-01 00:18:21,1.0,1.17,1.0,N,140,263,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0
2,2024-10-01 00:44:40,2024-10-01 01:08:38,1.0,9.16,1.0,N,140,181,1,38.7,1.0,0.5,10.93,0.0,1.0,54.63,2.5,0.0
2,2024-10-01 00:34:58,2024-10-01 00:43:08,1.0,1.2,1.0,N,164,170,1,10.0,1.0,0.5,1.0,0.0,1.0,16.0,2.5,0.0
1,2024-10-01 00:55:14,2024-10-01 01:25:51,1.0,16.4,2.0,N,132,140,1,70.0,4.25,0.5,15.15,0.0,1.0,90.9,2.5,1.75
1,2024-10-01 00:34:41,2024-10-01 00:37:40,1.0,1.2,1.0,N,142,238,1,7.2,3.5,0.5,2.45,0.0,1.0,14.65,2.5,0.0
2,2024-10-01 00:15:13,2024-10-01 00:26:40,1.0,2.54,1.0,N,87,113,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-10-01 00:52:01,2024-10-01 01:23:18,1.0,11.35,1.0,N,132,17,1,47.8,1.0,0.5,12.57,0.0,1.0,64.62,0.0,1.75
1,2024-10-01 00:27:54,2024-10-01 00:55:35,1.0,17.5,2.0,N,132,4,1,70.0,4.25,0.5,15.15,0.0,1.0,90.9,2.5,1.75
1,2024-10-01 00:19:21,2024-10-01 00:24:10,1.0,1.0,1.0,N,48,142,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0
1,2024-10-01 00:31:45,2024-10-01 00:44:37,1.0,2.8,1.0,N,230,238,1,15.6,3.5,0.5,5.15,0.0,1.0,25.75,2.5,0.0
1,2024-10-01 00:57:52,2024-10-01 01:09:09,1.0,2.5,1.0,N,230,238,1,14.2,3.5,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-10-01 00:06:17,2024-10-01 00:21:54,1.0,7.22,1.0,N,48,244,1,30.3,1.0,0.5,7.06,0.0,1.0,42.36,2.5,0.0
2,2024-10-01 00:54:02,2024-10-01 01:00:15,3.0,1.2,1.0,N,158,234,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-10-01 00:44:46,2024-10-01 00:44:56,2.0,0.0,1.0,N,132,132,2,3.0,1.0,0.5,0.0,0.0,1.0,7.25,0.0,1.75
2,2024-10-01 00:45:22,2024-10-01 01:11:33,2.0,17.81,2.0,N,132,234,1,70.0,0.0,0.5,16.54,6.94,1.0,99.23,2.5,1.75
2,2024-10-01 00:02:43,2024-10-01 00:15:43,3.0,2.67,1.0,N,79,246,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-10-01 00:16:43,2024-10-01 00:28:05,1.0,5.56,1.0,N,132,132,1,24.0,1.0,0.5,5.3,0.0,1.0,33.55,0.0,1.75
2,2024-10-01 00:32:24,2024-10-01 00:52:57,1.0,5.18,1.0,N,113,61,1,26.1,1.0,0.5,6.22,0.0,1.0,37.32,2.5,0.0
2,2024-10-01 00:02:46,2024-10-01 00:27:21,1.0,3.83,1.0,N,113,230,1,24.7,1.0,0.5,5.0,0.0,1.0,34.7,2.5,0.0
2,2024-10-01 00:06:32,2024-10-01 00:21:22,2.0,3.73,1.0,N,148,33,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0
2,2024-09-30 23:37:39,2024-09-30 23:53:27,5.0,3.3,1.0,N,43,42,2,19.1,1.0,0.5,0.0,0.0,1.0,24.1,2.5,0.0
2,2024-10-01 00:13:25,2024-10-01 00:19:04,5.0,0.93,1.0,N,4,114,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-10-01 00:02:23,2024-10-01 00:16:47,1.0,4.42,1.0,N,142,125,1,20.5,1.0,0.5,5.1,0.0,1.0,30.6,2.5,0.0
2,2024-10-01 00:26:35,2024-10-01 00:34:44,1.0,2.53,1.0,N,114,162,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-10-01 00:27:50,2024-10-01 00:28:46,1.0,0.13,1.0,N,114,211,2,3.0,1.0,0.5,0.0,0.0,1.0,8.0,2.5,0.0
1,2024-10-01 00:06:20,2024-10-01 00:44:05,1.0,11.2,99.0,N,226,130,1,35.5,0.0,0.5,0.0,0.0,1.0,37.0,0.0,0.0
2,2024-10-01 00:12:24,2024-10-01 00:21:29,4.0,2.16,1.0,N,114,170,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0
2,2024-10-01 00:48:02,2024-10-01 01:12:48,1.0,6.31,1.0,N,114,36,1,31.0,1.0,0.5,9.0,0.0,1.0,45.0,2.5,0.0
2,2024-10-01 00:27:11,2024-10-01 00:35:36,1.0,1.68,1.0,N,163,100,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,2024-10-01 00:14:45,2024-10-01 00:27:46,1.0,2.38,1.0,N,148,90,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-10-01 00:06:34,2024-10-01 00:11:04,1.0,0.87,1.0,N,249,249,1,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-10-01 00:27:38,2024-10-01 00:40:10,1.0,3.71,1.0,N,164,263,1,17.7,1.0,0.5,3.0,0.0,1.0,25.7,2.5,0.0
2,2024-10-01 00:14:01,2024-10-01 00:27:01,1.0,2.89,1.0,N,231,107,1,15.6,1.0,0.5,5.15,0.0,1.0,25.75,2.5,0.0
2,2024-10-01 00:38:50,2024-10-01 00:48:57,1.0,1.06,1.0,N,249,144,1,10.7,1.0,0.5,4.71,0.0,1.0,20.41,2.5,0.0
1,2024-10-01 00:05:18,2024-10-01 00:15:46,1.0,4.1,1.0,N,132,216,1,17.7,2.75,0.5,4.4,0.0,1.0,26.35,0.0,1.75
2,2024-10-01 00:09:41,2024-10-01 00:15:34,1.0,1.18,1.0,N,148,79,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-10-01 00:51:33,2024-10-01 01:00:49,1.0,1.66,1.0,N,164,224,1,11.4,1.0,0.5,2.0,0.0,1.0,18.4,2.5,0.0
2,2024-10-01 00:26:42,2024-10-01 00:33:29,1.0,1.48,1.0,N,234,144,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2024-10-01 00:40:56,2024-10-01 00:45:30,1.0,1.07,1.0,N,79,113,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:52:20,2024-10-01 01:04:00,2.0,2.7,1.0,N,249,48,1,14.9,1.0,0.5,4.0,0.0,1.0,23.9,2.5,0.0
1,2024-10-01 00:32:02,2024-10-01 00:44:39,1.0,2.9,1.0,N,237,264,2,17.0,3.5,0.5,0.0,0.0,1.0,22.0,2.5,0.0
2,2024-10-01 00:30:02,2024-10-01 00:40:42,1.0,1.71,1.0,N,230,143,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-10-01 00:30:28,2024-10-01 00:39:25,1.0,2.28,1.0,N,144,66,1,12.8,1.0,0.5,2.0,0.0,1.0,19.8,2.5,0.0
1,2024-10-01 00:25:05,2024-10-01 00:33:22,2.0,2.9,1.0,N,231,100,1,13.5,3.5,0.5,3.0,0.0,1.0,21.5,2.5,0.0
2,2024-09-30 23:57:04,2024-10-01 00:14:34,1.0,5.71,1.0,N,114,237,1,26.8,1.0,0.5,3.82,0.0,1.0,35.62,2.5,0.0
2,2024-10-01 00:39:27,2024-10-01 01:12:00,1.0,7.27,1.0,N,163,17,1,37.3,1.0,0.5,8.46,0.0,1.0,50.76,2.5,0.0
2,2024-10-01 00:36:09,2024-10-01 00:55:55,1.0,4.73,1.0,N,158,97,1,24.7,1.0,0.5,5.94,0.0,1.0,35.64,2.5,0.0
2,2024-10-01 00:07:51,2024-10-01 00:23:34,1.0,3.36,1.0,N,230,4,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2024-10-01 00:51:18,2024-10-01 00:57:44,1.0,1.35,1.0,N,237,229,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
1,2024-10-01 00:37:56,2024-10-01 01:02:35,1.0,8.7,1.0,N,132,122,2,37.3,2.75,0.5,0.0,0.0,1.0,41.55,0.0,1.75
2,2024-10-01 00:04:36,2024-10-01 00:07:54,2.0,0.32,1.0,N,68,246,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0
2,2024-10-01 00:28:33,2024-10-01 00:36:35,2.0,0.71,1.0,N,68,164,2,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0
2,2024-10-01 00:47:03,2024-10-01 01:01:09,2.0,0.54,1.0,N,230,144,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2024-10-01 00:59:50,2024-10-01 01:23:07,2.0,5.75,1.0,N,211,13,1,29.6,1.0,0.5,6.92,0.0,1.0,41.52,2.5,0.0
2,2024-10-01 00:11:19,2024-10-01 00:20:20,1.0,1.75,1.0,N,79,90,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,2024-10-01 00:25:51,2024-10-01 00:46:22,1.0,4.93,1.0,N,249,239,1,25.4,1.0,0.5,6.08,0.0,1.0,36.48,2.5,0.0
2,2024-10-01 00:47:15,2024-10-01 01:08:31,1.0,6.87,1.0,N,164,42,4,-31.0,-1.0,-0.5,0.0,0.0,-1.0,-36.0,-2.5,0.0
2,2024-10-01 00:47:15,2024-10-01 01:08:31,1.0,6.87,1.0,N,164,42,4,31.0,1.0,0.5,0.0,0.0,1.0,36.0,2.5,0.0
2,2024-10-01 00:41:26,2024-10-01 00:52:20,1.0,2.7,1.0,N,230,151,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-10-01 00:15:00,2024-10-01 00:26:00,1.0,2.56,1.0,N,79,68,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
1,2024-10-01 00:16:17,2024-10-01 00:41:15,1.0,10.5,1.0,N,132,37,1,42.9,2.75,0.5,11.75,0.0,1.0,58.9,0.0,1.75
